Length,Type,Code,Time (seconds)
4,Digits-Only,6274,0.017689228057861328
4,Digits-Only,2492,0.007071018218994141
4,Digits-Only,8885,0.011116743087768555
4,Digits-Only,9916,0.007126808166503906
4,Digits-Only,0093,6.29425048828125e-05
4,Digits-Only,1824,0.002569913864135742
4,Digits-Only,2561,0.003835916519165039
4,Digits-Only,6507,0.005441904067993164
4,Digits-Only,5066,0.006396770477294922
4,Digits-Only,2201,0.0015642642974853516
4,Digits-Only,1539,0.001123189926147461
4,Digits-Only,4038,0.0029098987579345703
4,Digits-Only,8527,0.006716012954711914
4,Digits-Only,8080,0.005163908004760742
4,Digits-Only,5608,0.004641056060791016
4,Digits-Only,7543,0.005403041839599609
4,Digits-Only,1760,0.0011587142944335938
4,Digits-Only,4042,0.003712177276611328
4,Digits-Only,8484,0.009076118469238281
4,Digits-Only,1943,0.001567840576171875
4,Digits-Only,5952,0.011371135711669922
4,Digits-Only,1813,0.0012259483337402344
4,Digits-Only,7038,0.004300117492675781
4,Digits-Only,7660,0.007127046585083008
4,Digits-Only,0912,0.000659942626953125
4,Digits-Only,0905,0.000591278076171875
4,Digits-Only,8905,0.005724906921386719
4,Digits-Only,1781,0.0017769336700439453
4,Digits-Only,0786,0.0012459754943847656
4,Digits-Only,5693,0.008394002914428711
4,Digits-Only,9374,0.009926080703735352
4,Digits-Only,2001,0.0017600059509277344
4,Digits-Only,2414,0.0016930103302001953
4,Digits-Only,8413,0.006156206130981445
4,Digits-Only,3788,0.0053141117095947266
4,Digits-Only,8141,0.0292360782623291
4,Digits-Only,6799,0.018812894821166992
4,Digits-Only,2214,0.015770912170410156
4,Digits-Only,6998,0.008835077285766602
4,Digits-Only,3111,0.007219791412353516
4,Digits-Only,8499,0.005321025848388672
4,Digits-Only,5586,0.004003763198852539
4,Digits-Only,6679,0.005797863006591797
4,Digits-Only,0936,0.0006709098815917969
4,Digits-Only,8696,0.0054912567138671875
4,Digits-Only,3658,0.005362987518310547
4,Digits-Only,8771,0.0055999755859375
4,Digits-Only,9675,0.011088848114013672
4,Digits-Only,9231,0.025138139724731445
4,Digits-Only,2165,0.0031731128692626953
4,Digits-Only,5191,0.005469083786010742
4,Digits-Only,8808,0.010283946990966797
4,Digits-Only,9167,0.006270885467529297
4,Digits-Only,1860,0.0014069080352783203
4,Digits-Only,1894,0.0012531280517578125
4,Digits-Only,7044,0.004908084869384766
4,Digits-Only,7113,0.013263940811157227
4,Digits-Only,3653,0.0036389827728271484
4,Digits-Only,4377,0.005284786224365234
4,Digits-Only,9981,0.011786937713623047
