Length,Type,Code,Time (seconds)
6,Digits-Only,898762,1.4570329189300537
6,Digits-Only,010750,0.017879009246826172
6,Digits-Only,365281,0.8493633270263672
6,Digits-Only,547655,0.7387239933013916
6,Digits-Only,059734,0.05415916442871094
6,Digits-Only,824030,0.6946072578430176
6,Digits-Only,298224,0.22774910926818848
6,Digits-Only,340444,0.337414026260376
6,Digits-Only,449458,0.39261674880981445
6,Digits-Only,149733,0.1081230640411377
6,Digits-Only,998954,0.9809789657592773
6,Digits-Only,508384,0.41685986518859863
6,Digits-Only,036553,0.02738189697265625
6,Digits-Only,358069,0.30227184295654297
6,Digits-Only,983184,1.2808701992034912
6,Digits-Only,736660,0.6376397609710693
6,Digits-Only,005884,0.0054819583892822266
6,Digits-Only,454478,0.44384002685546875
6,Digits-Only,379275,0.4498770236968994
6,Digits-Only,876695,1.0951118469238281
6,Digits-Only,668391,0.5466728210449219
6,Digits-Only,120076,0.0956869125366211
6,Digits-Only,691788,0.5668301582336426
6,Digits-Only,938612,0.7548680305480957
6,Digits-Only,042893,0.03493785858154297
6,Digits-Only,795316,0.8403589725494385
6,Digits-Only,744943,0.7093629837036133
6,Digits-Only,833209,0.6614069938659668
6,Digits-Only,328875,0.26052093505859375
6,Digits-Only,803834,0.6564831733703613
6,Digits-Only,612118,0.503544807434082
6,Digits-Only,951558,0.7812340259552002
6,Digits-Only,203466,0.16391777992248535
6,Digits-Only,829199,0.6426980495452881
6,Digits-Only,768964,0.705589771270752
6,Digits-Only,533584,0.443756103515625
6,Digits-Only,654598,1.0069258213043213
6,Digits-Only,156165,0.1127922534942627
6,Digits-Only,329408,0.2920048236846924
6,Digits-Only,457320,0.38786888122558594
6,Digits-Only,201240,0.23186111450195312
6,Digits-Only,431166,0.5282449722290039
6,Digits-Only,051343,0.05350232124328613
6,Digits-Only,462158,0.39231109619140625
6,Digits-Only,516149,0.6449580192565918
6,Digits-Only,849147,0.6861939430236816
6,Digits-Only,592768,0.6850411891937256
6,Digits-Only,232540,0.2522151470184326
6,Digits-Only,512928,0.48995399475097656
6,Digits-Only,052914,0.04989314079284668
6,Digits-Only,685486,0.9516479969024658
6,Digits-Only,193984,0.2586197853088379
6,Digits-Only,413484,0.5209159851074219
6,Digits-Only,332383,0.503633975982666
6,Digits-Only,990955,0.8459768295288086
6,Digits-Only,727112,0.5729877948760986
6,Digits-Only,768120,0.6625547409057617
6,Digits-Only,360084,0.297119140625
6,Digits-Only,829338,0.8433988094329834
6,Digits-Only,476679,0.47691893577575684
6,Digits-Only,409102,0.46981000900268555
6,Digits-Only,723199,0.7345271110534668
6,Digits-Only,728694,0.6398739814758301
6,Digits-Only,866733,0.9608230590820312
6,Digits-Only,119473,0.09165215492248535
6,Digits-Only,984176,0.8004217147827148
6,Digits-Only,231229,0.21720600128173828
6,Digits-Only,690473,0.846358060836792
6,Digits-Only,003079,0.003368854522705078
6,Digits-Only,582790,0.5838148593902588
6,Digits-Only,863219,1.176638126373291
6,Digits-Only,551620,0.6326138973236084
6,Digits-Only,284963,0.46631789207458496
6,Digits-Only,750281,1.0269880294799805
6,Digits-Only,149298,0.17976593971252441
6,Digits-Only,457607,0.42632389068603516
6,Digits-Only,013688,0.01922917366027832
6,Digits-Only,676635,0.6859638690948486
6,Digits-Only,539469,0.6622042655944824
6,Digits-Only,906485,1.4792261123657227
6,Digits-Only,656532,0.5163369178771973
6,Digits-Only,687003,0.578096866607666
6,Digits-Only,810324,0.6587822437286377
6,Digits-Only,005880,0.0038487911224365234
6,Digits-Only,755281,1.0708043575286865
6,Digits-Only,401311,0.7585628032684326
6,Digits-Only,108969,0.23318696022033691
6,Digits-Only,234893,0.35677385330200195
6,Digits-Only,331616,0.34859180450439453
6,Digits-Only,530990,0.6415820121765137
6,Digits-Only,641388,0.672083854675293
6,Digits-Only,044539,0.03624415397644043
6,Digits-Only,467532,0.3733818531036377
6,Digits-Only,447698,0.6658468246459961
6,Digits-Only,293402,0.23398327827453613
6,Digits-Only,645684,0.5420291423797607
6,Digits-Only,656442,0.5239291191101074
6,Digits-Only,284441,0.21698713302612305
6,Digits-Only,592765,0.4972388744354248
6,Digits-Only,248273,0.1958458423614502
6,Digits-Only,283790,0.4576683044433594
6,Digits-Only,544282,0.5886330604553223
6,Digits-Only,662203,1.227855920791626
6,Digits-Only,263323,0.346189022064209
6,Digits-Only,195889,0.17167901992797852
6,Digits-Only,590873,0.4845459461212158
6,Digits-Only,951237,1.11952805519104
6,Digits-Only,503222,0.5124030113220215
6,Digits-Only,222000,0.19696784019470215
6,Digits-Only,362607,0.2869760990142822
6,Digits-Only,879776,0.8491408824920654
6,Digits-Only,282498,0.21285295486450195
6,Digits-Only,727185,0.5409379005432129
6,Digits-Only,479016,0.3353579044342041
6,Digits-Only,574157,0.435467004776001
6,Digits-Only,314202,0.3718581199645996
6,Digits-Only,376935,0.2780590057373047
6,Digits-Only,916095,0.6530768871307373
6,Digits-Only,958148,0.9051821231842041
6,Digits-Only,176720,0.11952424049377441
6,Digits-Only,673306,0.49331092834472656
6,Digits-Only,101675,0.06632590293884277
6,Digits-Only,933441,0.6295537948608398
